name	N_tot	nbg_tot	nsig_tot	n_tot	rate_bg	rate_sig	rate_tot	log_rate_tot	n_ind	N_ind	mu_ind	exclude_from_pCL
ZL206993	28852344	100	50	150	3.465923e-06	1.732961e-06	5.198884e-06	-5.284090e+00	10	8.655703e+07	1.155308e-07	0
ZL207022	28852344	55	34	89	1.906258e-06	1.178414e-06	3.084671e-06	-5.510791e+00	6	8.655703e+07	6.931846e-08	0
ZL207039	28852344	115	60	175	3.985811e-06	2.079554e-06	6.065365e-06	-5.217143e+00	14	8.655703e+07	1.617431e-07	0
ZL207045	28852344	71	32	103	2.460805e-06	1.109095e-06	3.569901e-06	-5.447344e+00	2	8.655703e+07	2.310615e-08	0
ZL207048	28852344	42	34	76	1.455688e-06	1.178414e-06	2.634101e-06	-5.579368e+00	5	8.655703e+07	5.776538e-08	0
ZL207056	28852344	154	83	237	5.337521e-06	2.876716e-06	8.214237e-06	-5.085433e+00	9	8.655703e+07	1.039777e-07	0
ZL207061	28852344	50	25	75	1.732961e-06	8.664807e-07	2.599442e-06	-5.585120e+00	8	8.655703e+07	9.242461e-08	0
ZL207066	28852344	44	18	62	1.525006e-06	6.238661e-07	2.148872e-06	-5.667789e+00	3	8.655703e+07	3.465923e-08	0
ZL207079	28852344	132	91	223	4.575018e-06	3.153990e-06	7.729008e-06	-5.111876e+00	12	8.655703e+07	1.386369e-07	0
ZL207103	28852344	22	16	38	7.625030e-07	5.545477e-07	1.317051e-06	-5.880398e+00	4	8.655703e+07	4.621231e-08	0
ZL207105	28852344	35	14	49	1.213073e-06	4.852292e-07	1.698302e-06	-5.769985e+00	3	8.655703e+07	3.465923e-08	0
ZL207125	28852344	50	46	96	1.732961e-06	1.594325e-06	3.327286e-06	-5.477910e+00	6	8.655703e+07	6.931846e-08	0
ZL207165	28852344	82	46	128	2.842057e-06	1.594325e-06	4.436381e-06	-5.352971e+00	6	8.655703e+07	6.931846e-08	0
ZL207195	28852344	147	66	213	5.094907e-06	2.287509e-06	7.382416e-06	-5.131801e+00	5	8.655703e+07	5.776538e-08	0
ZL207197	28852344	64	47	111	2.218191e-06	1.628984e-06	3.847174e-06	-5.414858e+00	12	8.655703e+07	1.386369e-07	0
ZL207206	28852344	72	57	129	2.495464e-06	1.975576e-06	4.471041e-06	-5.349591e+00	17	8.655703e+07	1.964023e-07	0
ZL207219	28852344	24	10	34	8.318215e-07	3.465923e-07	1.178414e-06	-5.928702e+00	0	8.655703e+07	0	0
ZL207264	28852344	24	16	40	8.318215e-07	5.545477e-07	1.386369e-06	-5.858121e+00	3	8.655703e+07	3.465923e-08	0
ZL207278	28852344	114	77	191	3.951152e-06	2.668761e-06	6.619913e-06	-5.179148e+00	17	8.655703e+07	1.964023e-07	0
ZL207281	28852344	125	54	179	4.332404e-06	1.871598e-06	6.204002e-06	-5.207328e+00	10	8.655703e+07	1.155308e-07	0
ZL207288	28852344	46	18	64	1.594325e-06	6.238661e-07	2.218191e-06	-5.654001e+00	2	8.655703e+07	2.310615e-08	0
ZL207295	28852344	26	8	34	9.011400e-07	2.772738e-07	1.178414e-06	-5.928702e+00	4	8.655703e+07	4.621231e-08	0
ZL207350	28852344	37	23	60	1.282391e-06	7.971623e-07	2.079554e-06	-5.682030e+00	8	8.655703e+07	9.242461e-08	0
ZL207353	28852344	35	16	51	1.213073e-06	5.545477e-07	1.767621e-06	-5.752611e+00	4	8.655703e+07	4.621231e-08	0
ZL207357	28852344	44	31	75	1.525006e-06	1.074436e-06	2.599442e-06	-5.585120e+00	2	8.655703e+07	2.310615e-08	0
ZL207365	28852344	54	26	80	1.871598e-06	9.011400e-07	2.772738e-06	-5.557091e+00	4	8.655703e+07	4.621231e-08	0
ZL207366	28852344	77	47	124	2.668761e-06	1.628984e-06	4.297744e-06	-5.366759e+00	17	8.655703e+07	1.964023e-07	0
ZL207393	28852344	121	69	190	4.193767e-06	2.391487e-06	6.585254e-06	-5.181428e+00	13	8.655703e+07	1.501900e-07	0
ZL207402	28852344	4	4	8	1.386369e-07	1.386369e-07	2.772738e-07	-6.557091e+00	0	8.655703e+07	0	0
ZL207405	28852344	95	41	136	3.292627e-06	1.421028e-06	4.713655e-06	-5.326642e+00	7	8.655703e+07	8.087154e-08	0
ZL207445	28852344	92	71	163	3.188649e-06	2.460805e-06	5.649454e-06	-5.247993e+00	22	8.655703e+07	2.541677e-07	0
ZL207452	28852344	61	28	89	2.114213e-06	9.704584e-07	3.084671e-06	-5.510791e+00	6	8.655703e+07	6.931846e-08	0
ZL207455	28852344	83	46	129	2.876716e-06	1.594325e-06	4.471041e-06	-5.349591e+00	10	8.655703e+07	1.155308e-07	0
ZL207484	28852344	64	29	93	2.218191e-06	1.005118e-06	3.223308e-06	-5.491698e+00	2	8.655703e+07	2.310615e-08	0
ZL207492	28852344	201	109	310	6.966505e-06	3.777856e-06	1.074436e-05	-4.968819e+00	7	8.655703e+07	8.087154e-08	0
ZL207513	28852344	86	49	135	2.980694e-06	1.698302e-06	4.678996e-06	-5.329847e+00	11	8.655703e+07	1.270838e-07	0
ZL207523	28852344	32	17	49	1.109095e-06	5.892069e-07	1.698302e-06	-5.769985e+00	4	8.655703e+07	4.621231e-08	0
ZL207525	28852344	126	79	205	4.367063e-06	2.738079e-06	7.105142e-06	-5.148427e+00	13	8.655703e+07	1.501900e-07	0
ZL207527	28852344	49	32	81	1.698302e-06	1.109095e-06	2.807398e-06	-5.551696e+00	6	8.655703e+07	6.931846e-08	0
ZL207551	28852344	86	45	131	2.980694e-06	1.559665e-06	4.540359e-06	-5.342910e+00	10	8.655703e+07	1.155308e-07	0
ZL207587	28852344	54	36	90	1.871598e-06	1.247732e-06	3.119331e-06	-5.505939e+00	9	8.655703e+07	1.039777e-07	0
ZL207640	28852344	61	39	100	2.114213e-06	1.351710e-06	3.465923e-06	-5.460181e+00	9	8.655703e+07	1.039777e-07	0
ZL207656	28852344	329	177	506	1.140289e-05	6.134684e-06	1.753757e-05	-4.756031e+00	14	8.655703e+07	1.617431e-07	0
ZL207657	28852344	49	20	69	1.698302e-06	6.931846e-07	2.391487e-06	-5.621332e+00	5	8.655703e+07	5.776538e-08	0
ZL207667	28852344	103	42	145	3.569901e-06	1.455688e-06	5.025588e-06	-5.298813e+00	9	8.655703e+07	1.039777e-07	0
ZL207675	28852344	54	39	93	1.871598e-06	1.351710e-06	3.223308e-06	-5.491698e+00	4	8.655703e+07	4.621231e-08	0
ZL207686	28852344	166	94	260	5.753432e-06	3.257968e-06	9.011400e-06	-5.045208e+00	13	8.655703e+07	1.501900e-07	0
ZL207714	28852344	65	33	98	2.252850e-06	1.143755e-06	3.396604e-06	-5.468955e+00	2	8.655703e+07	2.310615e-08	0
ZL207732	28852344	47	33	80	1.628984e-06	1.143755e-06	2.772738e-06	-5.557091e+00	6	8.655703e+07	6.931846e-08	0
ZL207783	28852344	53	36	89	1.836939e-06	1.247732e-06	3.084671e-06	-5.510791e+00	8	8.655703e+07	9.242461e-08	0
ZL207806	28852344	49	24	73	1.698302e-06	8.318215e-07	2.530124e-06	-5.596858e+00	8	8.655703e+07	9.242461e-08	0
ZL207826	28852344	62	27	89	2.148872e-06	9.357992e-07	3.084671e-06	-5.510791e+00	5	8.655703e+07	5.776538e-08	0
ZL207852	28852344	56	28	84	1.940917e-06	9.704584e-07	2.911375e-06	-5.535902e+00	2	8.655703e+07	2.310615e-08	0
ZL207866	28852344	91	52	143	3.153990e-06	1.802280e-06	4.956270e-06	-5.304845e+00	8	8.655703e+07	9.242461e-08	0
ZL207878	28852344	149	92	241	5.164225e-06	3.188649e-06	8.352874e-06	-5.078164e+00	9	8.655703e+07	1.039777e-07	0
ZL207879	28852344	198	107	305	6.862527e-06	3.708538e-06	1.057106e-05	-4.975881e+00	12	8.655703e+07	1.386369e-07	0
ZL207887	28852344	58	29	87	2.010235e-06	1.005118e-06	3.015353e-06	-5.520662e+00	2	8.655703e+07	2.310615e-08	0
ZL207888	28852344	73	49	122	2.530124e-06	1.698302e-06	4.228426e-06	-5.373821e+00	10	8.655703e+07	1.155308e-07	0
ZL207891	28852344	96	51	147	3.327286e-06	1.767621e-06	5.094907e-06	-5.292864e+00	14	8.655703e+07	1.617431e-07	0
ZL207904	28852344	44	25	69	1.525006e-06	8.664807e-07	2.391487e-06	-5.621332e+00	4	8.655703e+07	4.621231e-08	0
ZL207916	28852344	77	34	111	2.668761e-06	1.178414e-06	3.847174e-06	-5.414858e+00	7	8.655703e+07	8.087154e-08	0
ZL207917	28852344	83	38	121	2.876716e-06	1.317051e-06	4.193767e-06	-5.377396e+00	6	8.655703e+07	6.931846e-08	0
ZL207920	28852344	84	49	133	2.911375e-06	1.698302e-06	4.609677e-06	-5.336329e+00	8	8.655703e+07	9.242461e-08	0
ZL207958	28852344	145	60	205	5.025588e-06	2.079554e-06	7.105142e-06	-5.148427e+00	7	8.655703e+07	8.087154e-08	0
ZL207961	28852344	55	36	91	1.906258e-06	1.247732e-06	3.153990e-06	-5.501140e+00	3	8.655703e+07	3.465923e-08	0
ZL207966	28852344	188	86	274	6.515935e-06	2.980694e-06	9.496629e-06	-5.022431e+00	4	8.655703e+07	4.621231e-08	0
ZL207975	28852344	38	26	64	1.317051e-06	9.011400e-07	2.218191e-06	-5.654001e+00	7	8.655703e+07	8.087154e-08	0
ZL208000	28852344	58	43	101	2.010235e-06	1.490347e-06	3.500582e-06	-5.455860e+00	10	8.655703e+07	1.155308e-07	0
ZL208008	28852344	450	225	675	1.559665e-05	7.798327e-06	2.339498e-05	-4.630877e+00	19	8.655703e+07	2.195085e-07	0
ZL208010	28852344	146	76	222	5.060247e-06	2.634101e-06	7.694349e-06	-5.113828e+00	9	8.655703e+07	1.039777e-07	0
ZL208013	28852344	44	50	94	1.525006e-06	1.732961e-06	3.257968e-06	-5.487053e+00	12	8.655703e+07	1.386369e-07	0
ZL208016	28852344	24	12	36	8.318215e-07	4.159107e-07	1.247732e-06	-5.903879e+00	1	8.655703e+07	1.155308e-08	0
ZL208039	28852344	45	16	61	1.559665e-06	5.545477e-07	2.114213e-06	-5.674851e+00	4	8.655703e+07	4.621231e-08	0
ZL208043	28852344	25	12	37	8.664807e-07	4.159107e-07	1.282391e-06	-5.891979e+00	0	8.655703e+07	0	0
ZL208069	28852344	111	56	167	3.847174e-06	1.940917e-06	5.788091e-06	-5.237465e+00	9	8.655703e+07	1.039777e-07	0
ZL208079	28852344	48	29	77	1.663643e-06	1.005118e-06	2.668761e-06	-5.573690e+00	4	8.655703e+07	4.621231e-08	0
ZL208105	28852344	62	39	101	2.148872e-06	1.351710e-06	3.500582e-06	-5.455860e+00	13	8.655703e+07	1.501900e-07	0
ZL208108	28852344	165	98	263	5.718773e-06	3.396604e-06	9.115377e-06	-5.040225e+00	8	8.655703e+07	9.242461e-08	0
ZL208122	28852344	70	39	109	2.426146e-06	1.351710e-06	3.777856e-06	-5.422755e+00	6	8.655703e+07	6.931846e-08	0
ZL208124	28852344	35	30	65	1.213073e-06	1.039777e-06	2.252850e-06	-5.647268e+00	7	8.655703e+07	8.087154e-08	0
ZL208125	28852344	63	20	83	2.183531e-06	6.931846e-07	2.876716e-06	-5.541103e+00	2	8.655703e+07	2.310615e-08	0
ZL208131	28852344	84	51	135	2.911375e-06	1.767621e-06	4.678996e-06	-5.329847e+00	10	8.655703e+07	1.155308e-07	0
ZL208137	28852344	156	59	215	5.406840e-06	2.044895e-06	7.451734e-06	-5.127743e+00	8	8.655703e+07	9.242461e-08	0
ZL208146	28852344	28	25	53	9.704584e-07	8.664807e-07	1.836939e-06	-5.735905e+00	6	8.655703e+07	6.931846e-08	0
ZL208150	28852344	91	48	139	3.153990e-06	1.663643e-06	4.817633e-06	-5.317166e+00	10	8.655703e+07	1.155308e-07	0
ZL208180	28852344	83	44	127	2.876716e-06	1.525006e-06	4.401722e-06	-5.356377e+00	5	8.655703e+07	5.776538e-08	0
ZL208202	28852344	41	25	66	1.421028e-06	8.664807e-07	2.287509e-06	-5.640637e+00	6	8.655703e+07	6.931846e-08	0
ZL208213	28852344	36	18	54	1.247732e-06	6.238661e-07	1.871598e-06	-5.727787e+00	3	8.655703e+07	3.465923e-08	0
ZL208214	28852344	113	45	158	3.916493e-06	1.559665e-06	5.476158e-06	-5.261524e+00	5	8.655703e+07	5.776538e-08	0
ZL208215	28852344	64	32	96	2.218191e-06	1.109095e-06	3.327286e-06	-5.477910e+00	10	8.655703e+07	1.155308e-07	0
ZL208231	28852344	61	32	93	2.114213e-06	1.109095e-06	3.223308e-06	-5.491698e+00	5	8.655703e+07	5.776538e-08	0
ZL208250	28852344	72	41	113	2.495464e-06	1.421028e-06	3.916493e-06	-5.407103e+00	7	8.655703e+07	8.087154e-08	0
ZL208275	28852344	125	63	188	4.332404e-06	2.183531e-06	6.515935e-06	-5.186023e+00	8	8.655703e+07	9.242461e-08	0
ZL208283	28852344	53	30	83	1.836939e-06	1.039777e-06	2.876716e-06	-5.541103e+00	13	8.655703e+07	1.501900e-07	0
ZL208289	28852344	50	21	71	1.732961e-06	7.278438e-07	2.460805e-06	-5.608923e+00	2	8.655703e+07	2.310615e-08	0
ZL208320	28852344	179	68	247	6.204002e-06	2.356828e-06	8.560830e-06	-5.067484e+00	7	8.655703e+07	8.087154e-08	0
ZL208379	28852344	54	50	104	1.871598e-06	1.732961e-06	3.604560e-06	-5.443148e+00	6	8.655703e+07	6.931846e-08	0
ZL208386	28852344	166	105	271	5.753432e-06	3.639219e-06	9.392651e-06	-5.027212e+00	20	8.655703e+07	2.310615e-07	0
ZL208387	28852344	38	16	54	1.317051e-06	5.545477e-07	1.871598e-06	-5.727787e+00	3	8.655703e+07	3.465923e-08	0
ZL208401	28852344	59	23	82	2.044895e-06	7.971623e-07	2.842057e-06	-5.546367e+00	10	8.655703e+07	1.155308e-07	0
ZL208439	28852344	35	21	56	1.213073e-06	7.278438e-07	1.940917e-06	-5.711993e+00	4	8.655703e+07	4.621231e-08	0
ZL208444	28852344	56	29	85	1.940917e-06	1.005118e-06	2.946034e-06	-5.530762e+00	3	8.655703e+07	3.465923e-08	0
ZL208449	28852344	48	26	74	1.663643e-06	9.011400e-07	2.564783e-06	-5.590949e+00	6	8.655703e+07	6.931846e-08	0
ZL208452	28852344	106	54	160	3.673878e-06	1.871598e-06	5.545477e-06	-5.256061e+00	18	8.655703e+07	2.079554e-07	0
ZL208465	28852344	46	41	87	1.594325e-06	1.421028e-06	3.015353e-06	-5.520662e+00	11	8.655703e+07	1.270838e-07	0
ZL208480	28852344	22	12	34	7.625030e-07	4.159107e-07	1.178414e-06	-5.928702e+00	3	8.655703e+07	3.465923e-08	0
ZL208501	28852344	97	62	159	3.361945e-06	2.148872e-06	5.510817e-06	-5.258784e+00	16	8.655703e+07	1.848492e-07	0
ZL208523	28852344	126	66	192	4.367063e-06	2.287509e-06	6.654572e-06	-5.176880e+00	8	8.655703e+07	9.242461e-08	0
ZL208526	28852344	92	51	143	3.188649e-06	1.767621e-06	4.956270e-06	-5.304845e+00	9	8.655703e+07	1.039777e-07	0
ZL208528	28852344	147	99	246	5.094907e-06	3.431264e-06	8.526170e-06	-5.069246e+00	12	8.655703e+07	1.386369e-07	0
ZL208535	28852344	51	12	63	1.767621e-06	4.159107e-07	2.183531e-06	-5.660841e+00	2	8.655703e+07	2.310615e-08	0
ZL208564	28852344	154	82	236	5.337521e-06	2.842057e-06	8.179578e-06	-5.087269e+00	8	8.655703e+07	9.242461e-08	0
ZL208566	28852344	109	49	158	3.777856e-06	1.698302e-06	5.476158e-06	-5.261524e+00	9	8.655703e+07	1.039777e-07	0
ZL208592	28852344	74	34	108	2.564783e-06	1.178414e-06	3.743197e-06	-5.426757e+00	11	8.655703e+07	1.270838e-07	0
ZL208611	28852344	94	62	156	3.257968e-06	2.148872e-06	5.406840e-06	-5.267057e+00	12	8.655703e+07	1.386369e-07	0
ZL208626	28852344	43	48	91	1.490347e-06	1.663643e-06	3.153990e-06	-5.501140e+00	9	8.655703e+07	1.039777e-07	0
ZL208634	28852344	56	38	94	1.940917e-06	1.317051e-06	3.257968e-06	-5.487053e+00	6	8.655703e+07	6.931846e-08	0
ZL208658	28852344	41	20	61	1.421028e-06	6.931846e-07	2.114213e-06	-5.674851e+00	2	8.655703e+07	2.310615e-08	0
ZL208685	28852344	388	184	572	1.344778e-05	6.377298e-06	1.982508e-05	-4.702785e+00	21	8.655703e+07	2.426146e-07	0
ZL208701	28852344	72	36	108	2.495464e-06	1.247732e-06	3.743197e-06	-5.426757e+00	8	8.655703e+07	9.242461e-08	0
ZL208705	28852344	52	34	86	1.802280e-06	1.178414e-06	2.980694e-06	-5.525683e+00	3	8.655703e+07	3.465923e-08	0
ZL208723	28852344	70	40	110	2.426146e-06	1.386369e-06	3.812515e-06	-5.418788e+00	3	8.655703e+07	3.465923e-08	0
ZL208735	28852344	60	36	96	2.079554e-06	1.247732e-06	3.327286e-06	-5.477910e+00	4	8.655703e+07	4.621231e-08	0
ZL208740	28852344	28	13	41	9.704584e-07	4.505700e-07	1.421028e-06	-5.847397e+00	2	8.655703e+07	2.310615e-08	0
ZL208773	28852344	40	30	70	1.386369e-06	1.039777e-06	2.426146e-06	-5.615083e+00	5	8.655703e+07	5.776538e-08	0
ZL208788	28852344	1	1	2	3.465923e-08	3.465923e-08	6.931846e-08	-7.159151e+00	0	8.655703e+07	0	0
ZL208801	28852344	160	73	233	5.545477e-06	2.530124e-06	8.075600e-06	-5.092825e+00	7	8.655703e+07	8.087154e-08	0
ZL208818	28852344	37	25	62	1.282391e-06	8.664807e-07	2.148872e-06	-5.667789e+00	5	8.655703e+07	5.776538e-08	0
ZL208837	28852344	58	30	88	2.010235e-06	1.039777e-06	3.050012e-06	-5.515698e+00	8	8.655703e+07	9.242461e-08	0
ZL208845	28852344	124	61	185	4.297744e-06	2.114213e-06	6.411957e-06	-5.193009e+00	9	8.655703e+07	1.039777e-07	0
ZL208850	28852344	55	35	90	1.906258e-06	1.213073e-06	3.119331e-06	-5.505939e+00	8	8.655703e+07	9.242461e-08	0
ZL208856	28852344	37	13	50	1.282391e-06	4.505700e-07	1.732961e-06	-5.761211e+00	0	8.655703e+07	0	0
ZL208921	28852344	99	48	147	3.431264e-06	1.663643e-06	5.094907e-06	-5.292864e+00	4	8.655703e+07	4.621231e-08	0
ZL208964	28852344	47	38	85	1.628984e-06	1.317051e-06	2.946034e-06	-5.530762e+00	7	8.655703e+07	8.087154e-08	0
ZL209052	28852344	213	94	307	7.382416e-06	3.257968e-06	1.064038e-05	-4.973043e+00	7	8.655703e+07	8.087154e-08	0
ZL209059	28852344	32	23	55	1.109095e-06	7.971623e-07	1.906258e-06	-5.719818e+00	4	8.655703e+07	4.621231e-08	0
ZL209069	28852344	63	29	92	2.183531e-06	1.005118e-06	3.188649e-06	-5.496393e+00	9	8.655703e+07	1.039777e-07	0
ZL209078	28852344	127	75	202	4.401722e-06	2.599442e-06	7.001164e-06	-5.154830e+00	12	8.655703e+07	1.386369e-07	0
ZL209088	28852344	90	46	136	3.119331e-06	1.594325e-06	4.713655e-06	-5.326642e+00	17	8.655703e+07	1.964023e-07	0
ZL209090	28852344	18	12	30	6.238661e-07	4.159107e-07	1.039777e-06	-5.983060e+00	5	8.655703e+07	5.776538e-08	0
ZL209137	28852344	89	60	149	3.084671e-06	2.079554e-06	5.164225e-06	-5.286995e+00	5	8.655703e+07	5.776538e-08	0
ZL209139	28852344	46	34	80	1.594325e-06	1.178414e-06	2.772738e-06	-5.557091e+00	10	8.655703e+07	1.155308e-07	0
ZL209162	28852344	54	36	90	1.871598e-06	1.247732e-06	3.119331e-06	-5.505939e+00	8	8.655703e+07	9.242461e-08	0
ZL209192	28852344	130	80	210	4.505700e-06	2.772738e-06	7.278438e-06	-5.137962e+00	21	8.655703e+07	2.426146e-07	0
ZL209237	28852344	71	33	104	2.460805e-06	1.143755e-06	3.604560e-06	-5.443148e+00	8	8.655703e+07	9.242461e-08	0
ZL209265	28852344	43	19	62	1.490347e-06	6.585254e-07	2.148872e-06	-5.667789e+00	2	8.655703e+07	2.310615e-08	0
ZL209270	28852344	91	49	140	3.153990e-06	1.698302e-06	4.852292e-06	-5.314053e+00	5	8.655703e+07	5.776538e-08	0
ZL209281	28852344	125	59	184	4.332404e-06	2.044895e-06	6.377298e-06	-5.195363e+00	11	8.655703e+07	1.270838e-07	0
ZL209283	28852344	63	31	94	2.183531e-06	1.074436e-06	3.257968e-06	-5.487053e+00	9	8.655703e+07	1.039777e-07	0
ZL209318	28852344	87	40	127	3.015353e-06	1.386369e-06	4.401722e-06	-5.356377e+00	8	8.655703e+07	9.242461e-08	0
ZL209319	28852344	57	27	84	1.975576e-06	9.357992e-07	2.911375e-06	-5.535902e+00	8	8.655703e+07	9.242461e-08	0
ZL209342	28852344	136	65	201	4.713655e-06	2.252850e-06	6.966505e-06	-5.156985e+00	14	8.655703e+07	1.617431e-07	0
ZL209356	28852344	58	40	98	2.010235e-06	1.386369e-06	3.396604e-06	-5.468955e+00	8	8.655703e+07	9.242461e-08	0
ZL209364	28852344	145	86	231	5.025588e-06	2.980694e-06	8.006282e-06	-5.096569e+00	11	8.655703e+07	1.270838e-07	0
ZL209372	28852344	14	7	21	4.852292e-07	2.426146e-07	7.278438e-07	-6.137962e+00	1	8.655703e+07	1.155308e-08	0
ZL209387	28852344	30	14	44	1.039777e-06	4.852292e-07	1.525006e-06	-5.816728e+00	1	8.655703e+07	1.155308e-08	0
ZL209390	28852344	41	29	70	1.421028e-06	1.005118e-06	2.426146e-06	-5.615083e+00	5	8.655703e+07	5.776538e-08	0
ZL209397	28852344	126	67	193	4.367063e-06	2.322168e-06	6.689231e-06	-5.174624e+00	10	8.655703e+07	1.155308e-07	0
ZL209398	28852344	96	56	152	3.327286e-06	1.940917e-06	5.268203e-06	-5.278338e+00	8	8.655703e+07	9.242461e-08	0
ZL209456	28852344	1	1	2	3.465923e-08	3.465923e-08	6.931846e-08	-7.159151e+00	0	8.655703e+07	0	0
ZL209483	28852344	49	36	85	1.698302e-06	1.247732e-06	2.946034e-06	-5.530762e+00	12	8.655703e+07	1.386369e-07	0
ZL209518	28852344	117	57	174	4.055130e-06	1.975576e-06	6.030706e-06	-5.219632e+00	7	8.655703e+07	8.087154e-08	0
ZL209519	28852344	51	41	92	1.767621e-06	1.421028e-06	3.188649e-06	-5.496393e+00	10	8.655703e+07	1.155308e-07	0
ZL209543	28852344	59	29	88	2.044895e-06	1.005118e-06	3.050012e-06	-5.515698e+00	5	8.655703e+07	5.776538e-08	0
ZL209566	28852344	48	37	85	1.663643e-06	1.282391e-06	2.946034e-06	-5.530762e+00	7	8.655703e+07	8.087154e-08	0
ZL209579	28852344	117	59	176	4.055130e-06	2.044895e-06	6.100024e-06	-5.214668e+00	10	8.655703e+07	1.155308e-07	0
ZL209581	28852344	118	50	168	4.089789e-06	1.732961e-06	5.822750e-06	-5.234872e+00	7	8.655703e+07	8.087154e-08	0
ZL209590	28852344	42	17	59	1.455688e-06	5.892069e-07	2.044895e-06	-5.689329e+00	3	8.655703e+07	3.465923e-08	0
ZL209640	28852344	48	23	71	1.663643e-06	7.971623e-07	2.460805e-06	-5.608923e+00	6	8.655703e+07	6.931846e-08	0
ZL209645	28852344	40	30	70	1.386369e-06	1.039777e-06	2.426146e-06	-5.615083e+00	8	8.655703e+07	9.242461e-08	0
ZL209672	28852344	148	78	226	5.129566e-06	2.703420e-06	7.832986e-06	-5.106073e+00	9	8.655703e+07	1.039777e-07	0
ZL209700	28852344	33	16	49	1.143755e-06	5.545477e-07	1.698302e-06	-5.769985e+00	3	8.655703e+07	3.465923e-08	0
ZL209753	28852344	112	59	171	3.881834e-06	2.044895e-06	5.926728e-06	-5.227185e+00	12	8.655703e+07	1.386369e-07	0
ZL209773	28852344	45	21	66	1.559665e-06	7.278438e-07	2.287509e-06	-5.640637e+00	5	8.655703e+07	5.776538e-08	0
ZL209937	28852344	426	487	913	1.476483e-05	1.687904e-05	3.164388e-05	-4.499710e+00	314	8.655703e+07	3.627666e-06	1
ZL210018	28852344	27	13	40	9.357992e-07	4.505700e-07	1.386369e-06	-5.858121e+00	3	8.655703e+07	3.465923e-08	0
ZL210024	28852344	86	41	127	2.980694e-06	1.421028e-06	4.401722e-06	-5.356377e+00	4	8.655703e+07	4.621231e-08	0
ZL210047	28852344	116	51	167	4.020471e-06	1.767621e-06	5.788091e-06	-5.237465e+00	4	8.655703e+07	4.621231e-08	0
ZL210086	28852344	105	88	193	3.639219e-06	3.050012e-06	6.689231e-06	-5.174624e+00	31	8.655703e+07	3.581454e-07	0
ZL210088	28852344	72	36	108	2.495464e-06	1.247732e-06	3.743197e-06	-5.426757e+00	4	8.655703e+07	4.621231e-08	0
ZL210124	28852344	137	65	202	4.748314e-06	2.252850e-06	7.001164e-06	-5.154830e+00	9	8.655703e+07	1.039777e-07	0
ZL210126	28852344	95	56	151	3.292627e-06	1.940917e-06	5.233544e-06	-5.281204e+00	9	8.655703e+07	1.039777e-07	0
ZL210128	28852344	84	41	125	2.911375e-06	1.421028e-06	4.332404e-06	-5.363271e+00	5	8.655703e+07	5.776538e-08	0
ZL210133	28852344	228	118	346	7.902304e-06	4.089789e-06	1.199209e-05	-4.921105e+00	7	8.655703e+07	8.087154e-08	0
ZL210141	28852344	82	43	125	2.842057e-06	1.490347e-06	4.332404e-06	-5.363271e+00	9	8.655703e+07	1.039777e-07	0
ZL210168	28852344	73	48	121	2.530124e-06	1.663643e-06	4.193767e-06	-5.377396e+00	10	8.655703e+07	1.155308e-07	0
ZL210182	28852344	25	18	43	8.664807e-07	6.238661e-07	1.490347e-06	-5.826713e+00	2	8.655703e+07	2.310615e-08	0
ZL210192	28852344	76	37	113	2.634101e-06	1.282391e-06	3.916493e-06	-5.407103e+00	8	8.655703e+07	9.242461e-08	0
ZL210193	28852344	51	27	78	1.767621e-06	9.357992e-07	2.703420e-06	-5.568086e+00	3	8.655703e+07	3.465923e-08	0
ZL210198	28852344	29	16	45	1.005118e-06	5.545477e-07	1.559665e-06	-5.806969e+00	2	8.655703e+07	2.310615e-08	0
ZL210222	28852344	31	11	42	1.074436e-06	3.812515e-07	1.455688e-06	-5.836932e+00	3	8.655703e+07	3.465923e-08	0
ZL210245	28852344	40	20	60	1.386369e-06	6.931846e-07	2.079554e-06	-5.682030e+00	4	8.655703e+07	4.621231e-08	0
ZL210261	28852344	77	41	118	2.668761e-06	1.421028e-06	4.089789e-06	-5.388299e+00	11	8.655703e+07	1.270838e-07	0
ZL210323	28852344	137	81	218	4.748314e-06	2.807398e-06	7.555712e-06	-5.121725e+00	15	8.655703e+07	1.732961e-07	0
ZL210353	28852344	54	31	85	1.871598e-06	1.074436e-06	2.946034e-06	-5.530762e+00	6	8.655703e+07	6.931846e-08	0
ZL210362	28852344	48	40	88	1.663643e-06	1.386369e-06	3.050012e-06	-5.515698e+00	10	8.655703e+07	1.155308e-07	0
ZL210390	28852344	40	19	59	1.386369e-06	6.585254e-07	2.044895e-06	-5.689329e+00	3	8.655703e+07	3.465923e-08	0
ZL210396	28852344	76	38	114	2.634101e-06	1.317051e-06	3.951152e-06	-5.403276e+00	7	8.655703e+07	8.087154e-08	0
ZL210399	28852344	31	23	54	1.074436e-06	7.971623e-07	1.871598e-06	-5.727787e+00	4	8.655703e+07	4.621231e-08	0
ZL210424	28852344	27	21	48	9.357992e-07	7.278438e-07	1.663643e-06	-5.778940e+00	6	8.655703e+07	6.931846e-08	0
ZL210445	28852344	13	8	21	4.505700e-07	2.772738e-07	7.278438e-07	-6.137962e+00	1	8.655703e+07	1.155308e-08	0
ZL210460	28852344	56	30	86	1.940917e-06	1.039777e-06	2.980694e-06	-5.525683e+00	5	8.655703e+07	5.776538e-08	0
