purity	normFactor	score	diploidProportion	ploidy	somaticPenalty
0.6600	0.8500	0.8621	0.0355	2.5132	0.0001
0.5700	0.4300	0.8622	0.0000	6.6018	0.0000
0.3700	0.7300	0.8626	0.0000	3.9545	0.0380
0.6000	1.0200	0.8628	0.2326	1.9149	0.0060
0.5800	0.6400	0.8630	0.0000	3.9071	0.0000
0.2900	0.6100	0.8630	0.0000	6.3409	0.0372
0.3900	0.8900	0.8631	0.0716	2.5990	0.0962
0.8400	0.4800	0.8637	0.0000	4.5494	0.0000
0.5900	0.8600	0.8637	0.0436	2.5280	0.0023
0.6800	0.8500	0.8638	0.0407	2.4981	0.0000
0.5100	1.0100	0.8639	0.2379	1.9377	0.0326
0.7200	0.8500	0.8640	0.0463	2.4704	0.0000
1.0000	1.0400	0.8642	0.7324	1.9114	0.0000
0.2900	0.6000	0.8642	0.0000	6.5282	0.0316
0.9900	1.0400	0.8650	0.7307	1.9105	0.0000
0.3500	0.9400	0.8651	0.6586	2.3280	0.3429
0.4900	0.6000	0.8651	0.0000	4.6799	0.0000
0.6900	0.8500	0.8652	0.0412	2.4909	0.0000
0.6200	0.5500	0.8652	0.0000	4.6038	0.0000
0.3700	0.9000	0.8653	0.1063	2.5643	0.1539
0.8100	0.8400	0.8653	0.0423	2.4525	0.0000
0.2800	0.6700	0.8656	0.0000	5.4536	0.0753
0.5100	0.4900	0.8659	0.0000	6.0332	0.0000
0.2700	0.6300	0.8661	0.0000	6.2793	0.0679
0.9800	1.0400	0.8661	0.7224	1.9096	0.0000
0.2900	0.7100	0.8664	0.0000	4.7581	0.1198
0.5800	0.8600	0.8665	0.0422	2.5371	0.0029
0.9800	0.8300	0.8669	0.0531	2.4031	0.0000
0.3300	0.6600	0.8673	0.0000	5.0666	0.0152
0.2500	0.7100	0.8673	0.0000	5.1994	0.1565
0.8500	1.0400	0.8675	0.6610	1.8958	0.0000
0.7000	0.8500	0.8676	0.0423	2.4839	0.0000
0.4800	0.8700	0.8677	0.0443	2.5936	0.0194
0.6100	0.3300	0.8677	0.0000	8.5966	0.0000
0.5000	1.0100	0.8680	0.2056	1.9364	0.0390
0.5700	0.8600	0.8682	0.0402	2.5465	0.0038
0.8100	0.3500	0.8682	0.0000	6.5429	0.0000
0.2800	0.6500	0.8684	0.0000	5.7797	0.0446
0.7200	0.5900	0.8684	0.0000	3.9018	0.0000
0.7100	0.8500	0.8685	0.0442	2.4771	0.0000
0.5600	0.8600	0.8686	0.0395	2.5563	0.0046
0.5500	0.8600	0.8687	0.0375	2.5664	0.0057
0.2800	0.6200	0.8687	0.0000	6.3082	0.0500
0.6600	1.0300	0.8688	0.1637	1.8939	0.0016
0.5400	0.8600	0.8689	0.0344	2.5769	0.0067
0.2300	0.7100	0.8690	0.0000	5.4777	0.1900
0.6500	0.8500	0.8692	0.0344	2.5211	0.0002
0.8000	0.8400	0.8693	0.0394	2.4582	0.0000
0.3000	0.6700	0.8693	0.0000	5.2234	0.0537
0.3500	0.6700	0.8694	0.0000	4.7629	0.0191
0.3900	0.9900	0.8695	0.4355	2.0205	0.2334
0.4300	0.5000	0.8696	0.0000	6.5949	0.0001
0.3600	0.9100	0.8700	0.1621	2.5125	0.2061
0.3500	0.9300	0.8706	0.5610	2.3929	0.3065
0.2800	0.7200	0.8711	0.0000	4.7178	0.1608
0.5300	0.8600	0.8716	0.0338	2.5878	0.0082
0.4900	1.0100	0.8716	0.1882	1.9351	0.0471
0.9700	0.8300	0.8717	0.0522	2.4073	0.0000
0.4300	0.8800	0.8718	0.0580	2.6023	0.0441
0.5400	0.5800	0.8718	0.0000	4.6434	0.0000
0.5900	1.0200	0.8722	0.2039	1.9134	0.0072
0.8500	0.3400	0.8723	0.0000	6.5256	0.0000
0.3800	0.5300	0.8727	0.0000	6.6073	0.0005
0.2500	0.6800	0.8728	0.0000	5.6935	0.1126
0.3200	0.7500	0.8728	0.0000	4.0329	0.1118
0.6100	0.6300	0.8731	0.0000	3.8941	0.0000
0.7900	0.8400	0.8734	0.0370	2.4640	0.0000
1.0000	0.4400	0.8740	0.0000	4.5180	0.0000
0.2700	0.7600	0.8741	0.0000	4.2802	0.3196
0.7000	0.5200	0.8742	0.0000	4.6041	0.0000
0.8700	0.5400	0.8743	0.0000	3.9325	0.0000
0.6700	0.5300	0.8749	0.0000	4.6131	0.0000
0.4800	1.0100	0.8750	0.1745	1.9338	0.0567
0.7500	0.5800	0.8754	0.0000	3.9032	0.0000
0.3800	0.8900	0.8754	0.0689	2.6147	0.1123
0.8400	1.0400	0.8755	0.6554	1.8946	0.0000
0.2800	0.7600	0.8758	0.0000	4.1988	0.2621
0.9400	0.5200	0.8758	0.0000	3.9392	0.0000
0.5800	0.4600	0.8758	0.0000	6.0026	0.0000
0.6400	0.8500	0.8762	0.0332	2.5292	0.0003
0.9600	0.8300	0.8763	0.0493	2.4115	0.0000
0.3000	0.5900	0.8768	0.0000	6.5644	0.0219
0.4100	0.6400	0.8768	0.0000	4.6978	0.0016
0.8000	0.4900	0.8768	0.0000	4.5712	0.0000
0.2600	0.6900	0.8770	0.0000	5.3885	0.1143
0.4200	1.0000	0.8773	0.2609	1.9712	0.1538
0.2700	0.6800	0.8775	0.0000	5.4199	0.0930
0.4700	1.0100	0.8777	0.1493	1.9324	0.0671
0.9200	1.0500	0.8780	0.6644	1.8840	0.0000
0.5200	0.8600	0.8780	0.0328	2.5991	0.0099
0.7800	0.8400	0.8783	0.0361	2.4699	0.0000
0.2600	0.6200	0.8784	0.0000	6.6396	0.0725
0.6500	1.0300	0.8784	0.1347	1.8923	0.0020
0.7300	0.5100	0.8785	0.0000	4.5998	0.0000
0.4700	0.6800	0.8792	0.0000	3.9646	0.0007
0.9900	0.3300	0.8795	0.0000	6.0646	0.0000
0.4800	0.4000	0.8797	0.0000	8.1870	0.0000
0.3500	0.9500	0.8798	0.6700	2.2644	0.3742
0.5100	0.3700	0.8799	0.0000	8.6131	0.0000
0.4300	0.7000	0.8803	0.0000	3.9532	0.0053
0.4400	0.4100	0.8804	0.0000	8.4740	0.0000
0.5900	0.5600	0.8807	0.0000	4.6268	0.0000
0.9500	0.8300	0.8807	0.0456	2.4159	0.0000
0.3600	0.9700	0.8807	0.6090	2.1372	0.3468
0.5100	0.5900	0.8812	0.0000	4.6849	0.0000
0.5800	1.0200	0.8816	0.1826	1.9119	0.0088
0.2600	0.6500	0.8818	0.0000	6.0704	0.0976
0.3700	0.9800	0.8819	0.5496	2.0769	0.3027
0.4900	0.3800	0.8821	0.0000	8.5945	0.0000
0.7800	0.5700	0.8822	0.0000	3.9071	0.0000
0.9100	0.4600	0.8824	0.0000	4.5511	0.0000
0.4200	0.8800	0.8826	0.0576	2.6166	0.0521
0.2700	0.7300	0.8827	0.0000	4.6783	0.2158
0.8400	0.5500	0.8830	0.0000	3.9219	0.0000
0.4700	0.8700	0.8830	0.0425	2.6063	0.0233
0.8300	1.0400	0.8830	0.6471	1.8933	0.0000
0.8300	0.3700	0.8833	0.0000	6.0635	0.0000
0.6300	0.8500	0.8835	0.0325	2.5376	0.0005
0.3500	0.7400	0.8836	0.0000	3.9610	0.0585
0.4900	0.5000	0.8839	0.0000	6.0322	0.0000
0.4600	1.0100	0.8841	0.1273	1.9309	0.0805
0.9800	0.5100	0.8842	0.0000	3.9366	0.0000
0.9300	1.0500	0.8845	0.6766	1.8852	0.0000
0.3500	0.9200	0.8847	0.2921	2.4593	0.2710
0.3300	0.5900	0.8848	0.0000	6.1495	0.0084
0.9400	0.8300	0.8848	0.0438	2.4203	0.0000
0.7700	0.8400	0.8855	0.0343	2.4760	0.0000
0.8100	0.5600	0.8857	0.0000	3.9134	0.0000
0.9500	0.4500	0.8861	0.0000	4.5448	0.0000
0.2600	0.7500	0.8861	0.0000	4.5021	0.3401
0.6400	0.5400	0.8862	0.0000	4.6270	0.0000
0.9100	1.0500	0.8864	0.6588	1.8827	0.0000
0.8700	0.4700	0.8868	0.0000	4.5627	0.0000
0.3000	0.6100	0.8868	0.0000	6.1962	0.0234
0.7700	0.3600	0.8868	0.0000	6.5740	0.0000
0.6400	0.6200	0.8870	0.0000	3.8848	0.0000
0.2400	0.6900	0.8875	0.0000	5.6709	0.1426
0.5100	0.8600	0.8876	0.0320	2.6108	0.0119
0.9400	1.0500	0.8878	0.6804	1.8864	0.0000
0.6400	1.0300	0.8886	0.1142	1.8906	0.0026
0.9300	0.8300	0.8886	0.0405	2.4248	0.0000
0.6800	0.4200	0.8887	0.0000	6.0193	0.0000
0.6500	0.3300	0.8890	0.0000	8.1907	0.0000
0.6200	0.8500	0.8892	0.0323	2.5463	0.0007
0.4300	0.4200	0.8895	0.0000	8.3560	0.0000
0.5300	0.6600	0.8898	0.0000	3.9094	0.0000
0.8200	1.0400	0.8899	0.6394	1.8920	0.0000
0.3600	0.9000	0.8902	0.1024	2.5799	0.1766
0.3700	0.8900	0.8903	0.0672	2.6313	0.1307
0.5700	1.0200	0.8906	0.1646	1.9104	0.0105
0.2400	0.6600	0.8908	0.0000	6.2165	0.1733
0.5000	0.6700	0.8919	0.0000	3.9340	0.0001
0.7600	0.5000	0.8921	0.0000	4.5997	0.0000
0.4100	0.5100	0.8921	0.0000	6.6289	0.0001
0.9200	0.8300	0.8921	0.0380	2.4294	0.0000
0.5600	0.5700	0.8923	0.0000	4.6563	0.0000
0.4000	0.7200	0.8925	0.0000	3.9024	0.0209
0.2800	0.6800	0.8925	0.0000	5.2978	0.0801
0.8900	0.3300	0.8927	0.0000	6.5213	0.0000
0.4100	0.8800	0.8929	0.0550	2.6317	0.0617
0.5600	0.6500	0.8932	0.0000	3.8898	0.0000
0.7600	0.8400	0.8933	0.0335	2.4823	0.0000
0.6100	0.8500	0.8943	0.0317	2.5553	0.0010
0.4500	1.0100	0.8945	0.1025	1.9294	0.0951
0.9100	0.8300	0.8953	0.0373	2.4341	0.0000
0.9900	0.4400	0.8956	0.0000	4.5434	0.0000
0.4500	0.6900	0.8957	0.0000	3.9578	0.0023
0.8300	0.4800	0.8959	0.0000	4.5801	0.0000
0.6700	0.6100	0.8960	0.0000	3.8789	0.0000
0.8100	1.0400	0.8961	0.6233	1.8907	0.0000
0.9100	0.5300	0.8962	0.0000	3.9239	0.0000
0.2300	0.7200	0.8963	0.0000	5.3086	0.2261
0.5800	0.3400	0.8963	0.0000	8.6324	0.0000
0.6300	0.4400	0.8963	0.0000	5.9968	0.0000
0.9500	1.0500	0.8972	0.6879	1.8876	0.0000
0.9000	1.0500	0.8974	0.6503	1.8814	0.0000
0.2900	0.7000	0.8974	0.0000	4.8961	0.0929
0.2700	0.7000	0.8975	0.0000	5.1106	0.1073
0.2300	0.6500	0.8976	0.0000	6.6013	0.2139
0.3900	0.6500	0.8980	0.0000	4.7136	0.0039
0.5500	0.3700	0.8981	0.0000	8.1322	0.0000
0.9000	0.8300	0.8981	0.0360	2.4390	0.0000
0.4600	0.8700	0.8982	0.0412	2.6194	0.0278
0.4200	0.7100	0.8982	0.0000	3.9044	0.0107
0.2900	0.7600	0.8984	0.0000	4.1230	0.2111
0.3400	0.6600	0.8985	0.0000	4.9764	0.0132
0.4800	0.3300	0.8986	0.0000	10.3832	0.0000
0.6000	0.8500	0.8991	0.0303	2.5645	0.0015
0.6300	1.0300	0.8991	0.0986	1.8889	0.0032
0.5600	1.0200	0.8992	0.1362	1.9088	0.0125
0.3900	0.5500	0.8994	0.0000	6.1394	0.0009
0.3500	0.5500	0.8995	0.0000	6.6125	0.0024
0.4100	1.0000	0.8995	0.2213	1.9705	0.1762
0.3500	0.9100	0.8996	0.1513	2.5272	0.2348
0.2700	0.6100	0.8998	0.0000	6.6624	0.0479
0.4700	0.3900	0.8999	0.0000	8.5897	0.0000
0.5000	0.8600	0.9001	0.0315	2.6230	0.0140
0.5900	0.4200	0.9001	0.0000	6.6324	0.0000
0.4700	0.5100	0.9002	0.0000	6.0380	0.0000
0.3100	0.5800	0.9002	0.0000	6.6046	0.0145
0.5300	0.5800	0.9005	0.0000	4.6932	0.0000
0.7000	0.6000	0.9006	0.0000	3.8760	0.0000
0.8900	0.8300	0.9006	0.0352	2.4439	0.0000
0.6100	0.5500	0.9008	0.0000	4.6465	0.0000
0.3700	0.6600	0.9009	0.0000	4.7351	0.0087
0.7500	0.8400	0.9011	0.0327	2.4887	0.0000
0.8000	1.0400	0.9014	0.5786	1.8893	0.0000
0.4000	0.8800	0.9019	0.0530	2.6474	0.0724
0.5900	0.6400	0.9024	0.0000	3.8747	0.0000
0.5900	0.8500	0.9027	0.0285	2.5741	0.0022
0.3500	0.9600	0.9027	0.6514	2.2021	0.3889
0.9500	0.3400	0.9029	0.0000	6.0492	0.0000
0.8800	0.8300	0.9029	0.0343	2.4489	0.0000
0.4600	0.4100	0.9032	0.0000	8.1925	0.0000
0.4600	0.6100	0.9046	0.0000	4.7366	0.0001
0.2300	0.7000	0.9048	0.0000	5.6516	0.1857
0.5800	0.8500	0.9048	0.0274	2.5840	0.0028
0.8700	0.8300	0.9049	0.0338	2.4541	0.0000
0.3800	0.9900	0.9049	0.4146	2.0210	0.2624
0.6700	0.3900	0.9053	0.0000	6.6227	0.0000
0.5700	0.8500	0.9057	0.0248	2.5942	0.0032
0.7900	1.0400	0.9060	0.5478	1.8879	0.0000
0.3300	0.7500	0.9062	0.0000	3.9713	0.0887
0.3600	0.5700	0.9064	0.0000	6.1321	0.0029
0.5600	0.8500	0.9066	0.0238	2.6048	0.0041
0.8600	0.8300	0.9067	0.0330	2.4594	0.0000
0.5600	0.4700	0.9070	0.0000	5.9814	0.0000
0.8700	0.3600	0.9071	0.0000	6.0482	0.0000
0.5500	1.0200	0.9074	0.1230	1.9071	0.0150
0.7900	0.4900	0.9078	0.0000	4.6037	0.0000
0.4800	0.6000	0.9078	0.0000	4.7358	0.0000
0.6900	0.5200	0.9079	0.0000	4.6419	0.0000
0.4400	0.6200	0.9079	0.0000	4.7416	0.0002
0.9600	1.0500	0.9082	0.6932	1.8888	0.0000
0.8500	0.8300	0.9083	0.0306	2.4648	0.0000
0.5500	0.8500	0.9083	0.0237	2.6158	0.0052
0.6600	0.5300	0.9087	0.0000	4.6527	0.0000
0.2900	0.6700	0.9087	0.0000	5.3345	0.0661
0.7400	0.8400	0.9089	0.0323	2.4953	0.0000
0.3600	0.8900	0.9090	0.0651	2.6489	0.1514
0.4200	0.4200	0.9090	0.0000	8.5074	0.0000
0.2600	0.7600	0.9090	0.0000	4.3679	0.3758
0.8900	1.0500	0.9091	0.6423	1.8800	0.0000
0.3900	0.8800	0.9092	0.0492	2.6640	0.0850
0.7000	0.3800	0.9093	0.0000	6.6162	0.0000
0.4700	0.3300	0.9094	0.0000	10.5616	0.0000
0.7800	1.0400	0.9094	0.5000	1.8865	0.0000
0.3400	0.9400	0.9094	0.6523	2.3376	0.3822
0.5000	0.5900	0.9095	0.0000	4.7386	0.0000
0.2100	0.6300	0.9097	0.0000	7.5019	0.1198
0.8400	0.8300	0.9097	0.0285	2.4703	0.0000
0.9500	0.5200	0.9098	0.0000	3.9188	0.0000
0.6200	1.0300	0.9098	0.0864	1.8871	0.0040
0.7300	0.5900	0.9099	0.0000	3.8758	0.0000
0.7200	0.5100	0.9101	0.0000	4.6359	0.0000
0.5300	0.3600	0.9101	0.0000	8.6452	0.0000
0.3400	0.9300	0.9101	0.5350	2.4045	0.3450
0.2400	0.7200	0.9103	0.0000	5.1707	0.2095
0.9400	0.4500	0.9105	0.0000	4.5719	0.0000
0.8800	0.5400	0.9107	0.0000	3.9106	0.0000
0.9000	0.4600	0.9109	0.0000	4.5795	0.0000
0.9700	1.0500	0.9109	0.6976	1.8899	0.0000
1.0000	0.8200	0.9115	0.0359	2.4243	0.0000
0.4400	1.0100	0.9116	0.0934	1.9278	0.1106
0.8300	0.8300	0.9118	0.0266	2.4760	0.0000
0.2600	0.7400	0.9119	0.0000	4.6398	0.2832
0.4500	0.8700	0.9119	0.0399	2.6332	0.0323
0.5800	0.5600	0.9120	0.0000	4.6721	0.0000
0.5400	0.8500	0.9122	0.0220	2.6272	0.0062
0.7700	1.0400	0.9126	0.4611	1.8850	0.0000
0.3500	0.9000	0.9128	0.0968	2.5965	0.2007
0.9100	0.3500	0.9130	0.0000	6.0436	0.0000
0.8000	0.3800	0.9133	0.0000	6.0391	0.0000
0.3000	0.6500	0.9134	0.0000	5.5277	0.0270
0.9800	1.0500	0.9141	0.7028	1.8911	0.0000
0.2600	0.6600	0.9141	0.0000	5.8922	0.0933
0.6500	0.8400	0.9143	0.0215	2.5639	0.0002
0.7300	0.8400	0.9145	0.0315	2.5021	0.0000
0.5400	1.0200	0.9145	0.1003	1.9054	0.0181
0.7600	0.5800	0.9148	0.0000	3.8782	0.0000
0.3800	0.7300	0.9153	0.0000	3.9030	0.0303
0.7600	1.0400	0.9153	0.4301	1.8835	0.0000
0.8200	0.8300	0.9155	0.0257	2.4818	0.0000
0.3800	0.8800	0.9156	0.0460	2.6815	0.0996
0.4900	0.8600	0.9157	0.0308	2.6357	0.0169
1.0000	1.0500	0.9158	0.7093	1.8932	0.0000
0.9900	0.5100	0.9161	0.0000	3.9170	0.0000
0.2800	0.7000	0.9162	0.0000	4.9995	0.0997
0.3000	0.7600	0.9162	0.0000	4.0522	0.1694
0.8600	0.4700	0.9164	0.0000	4.5925	0.0000
0.9900	0.8200	0.9167	0.0351	2.4286	0.0000
0.9800	0.4400	0.9170	0.0000	4.5693	0.0000
0.2700	0.6500	0.9171	0.0000	5.9197	0.0643
0.2700	0.6400	0.9171	0.0000	6.0966	0.0612
0.7500	1.0400	0.9172	0.3896	1.8819	0.0000
0.2800	0.6000	0.9172	0.0000	6.6899	0.0326
0.6200	0.6300	0.9175	0.0000	3.8635	0.0000
0.3400	0.9200	0.9177	0.2772	2.4728	0.3054
0.4800	0.4700	0.9178	0.0000	6.6450	0.0000
0.4600	0.4800	0.9178	0.0000	6.6553	0.0000
0.7100	0.4100	0.9179	0.0000	6.0120	0.0000
0.9900	1.0500	0.9185	0.7063	1.8922	0.0000
0.6600	0.8400	0.9186	0.0219	2.5554	0.0001
0.7200	0.8400	0.9189	0.0292	2.5091	0.0000
0.6400	0.8400	0.9189	0.0213	2.5727	0.0003
0.3200	0.6600	0.9192	0.0000	5.1624	0.0223
0.7400	1.0400	0.9192	0.3511	1.8803	0.0000
0.6400	0.4000	0.9194	0.0000	6.6402	0.0000
0.3200	0.6000	0.9195	0.0000	6.1036	0.0115
0.8100	0.8300	0.9195	0.0248	2.4877	0.0000
0.5500	0.5700	0.9197	0.0000	4.7046	0.0000
0.8500	0.5500	0.9199	0.0000	3.8993	0.0000
0.6300	0.5400	0.9200	0.0000	4.6687	0.0000
0.4200	0.6300	0.9202	0.0000	4.7509	0.0006
0.5300	0.8500	0.9202	0.0213	2.6391	0.0074
0.8800	1.0500	0.9203	0.6367	1.8787	0.0000
0.2900	0.6200	0.9206	0.0000	6.1596	0.0310
0.6100	1.0300	0.9206	0.0800	1.8852	0.0051
0.7300	1.0400	0.9211	0.3078	1.8787	0.0001
0.4800	0.6800	0.9211	0.0000	3.9237	0.0004
0.7500	0.5000	0.9213	0.0000	4.6344	0.0000
0.7900	0.5700	0.9214	0.0000	3.8830	0.0000
0.5100	0.6700	0.9215	0.0000	3.8961	0.0000
0.5300	1.0200	0.9216	0.0882	1.9036	0.0219
0.2300	0.6600	0.9217	0.0000	6.3999	0.2322
0.9800	0.8200	0.9217	0.0347	2.4329	0.0000
0.5000	0.4600	0.9222	0.0000	6.6430	0.0000
0.5400	0.6600	0.9223	0.0000	3.8740	0.0000
0.4400	0.4200	0.9227	0.0000	8.2116	0.0000
0.4000	1.0000	0.9227	0.2015	1.9698	0.2006
0.6000	0.3500	0.9227	0.0000	8.1329	0.0000
0.3700	0.8800	0.9228	0.0454	2.6999	0.1162
0.7200	1.0400	0.9231	0.2689	1.8770	0.0001
0.5200	0.5800	0.9236	0.0000	4.7450	0.0000
0.8000	0.8300	0.9236	0.0242	2.4938	0.0000
0.8200	0.5600	0.9236	0.0000	3.8900	0.0000
0.6300	0.8400	0.9237	0.0207	2.5818	0.0004
0.6700	0.8400	0.9238	0.0233	2.5471	0.0001
0.2300	0.6400	0.9240	0.0000	6.8091	0.1673
0.4600	0.3400	0.9244	0.0000	10.3625	0.0000
0.7100	0.8400	0.9245	0.0277	2.5163	0.0000
0.4500	0.4000	0.9251	0.0000	8.5994	0.0000
0.8200	0.4800	0.9252	0.0000	4.6115	0.0000
0.4400	0.8700	0.9255	0.0392	2.6476	0.0388
0.7100	1.0400	0.9258	0.2349	1.8753	0.0002
0.2800	0.6300	0.9259	0.0000	6.1264	0.0459
0.2600	0.7100	0.9264	0.0000	5.0764	0.1460
0.9700	0.8200	0.9265	0.0339	2.4374	0.0000
0.3500	0.8900	0.9267	0.0626	2.6674	0.1720
0.3500	0.6600	0.9268	0.0000	4.8913	0.0119
0.2200	0.7200	0.9273	0.0000	5.4590	0.2504
0.4100	0.5400	0.9275	0.0000	6.1007	0.0001
0.7900	0.8300	0.9278	0.0223	2.5001	0.0000
0.3400	0.9500	0.9280	0.6675	2.2721	0.4144
0.4500	0.5200	0.9281	0.0000	6.0509	0.0000
0.5200	1.0200	0.9282	0.0802	1.9018	0.0268
0.6900	0.8400	0.9284	0.0250	2.5312	0.0000
0.3400	0.9100	0.9285	0.1433	2.5427	0.2665
0.2500	0.6600	0.9286	0.0000	6.0479	0.1260
0.2200	0.7100	0.9287	0.0000	5.6357	0.2391
0.7000	0.8400	0.9291	0.0255	2.5236	0.0000
0.7300	0.3700	0.9291	0.0000	6.6201	0.0000
0.6200	0.8400	0.9293	0.0206	2.5912	0.0005
0.7000	1.0400	0.9296	0.2000	1.8735	0.0003
0.9200	0.5300	0.9297	0.0000	3.9030	0.0000
0.7700	0.3900	0.9297	0.0000	6.0223	0.0000
0.5400	0.4800	0.9298	0.0000	5.9657	0.0000
0.5700	0.6500	0.9299	0.0000	3.8567	0.0000
0.6500	0.6200	0.9300	0.0000	3.8558	0.0000
0.6800	0.8400	0.9307	0.0242	2.5390	0.0000
0.6000	0.5500	0.9308	0.0000	4.6906	0.0000
0.5200	0.8500	0.9309	0.0210	2.6514	0.0091
0.9600	0.8200	0.9311	0.0307	2.4419	0.0000
0.6000	1.0300	0.9311	0.0706	1.8833	0.0061
0.7400	0.4000	0.9313	0.0000	6.0132	0.0000
0.3000	0.6400	0.9315	0.0000	5.6870	0.0188
0.3600	0.9800	0.9317	0.5386	2.0791	0.3391
0.8700	1.0500	0.9319	0.6276	1.8773	0.0000
0.5200	0.4500	0.9320	0.0000	6.6491	0.0000
0.4800	0.8600	0.9321	0.0302	2.6490	0.0196
0.2800	0.7100	0.9322	0.0000	4.8566	0.1280
0.8400	0.3400	0.9323	0.0000	6.5795	0.0000
0.7800	0.8300	0.9324	0.0218	2.5065	0.0000
0.6100	0.4500	0.9325	0.0000	5.9632	0.0000
0.3500	0.9700	0.9325	0.6035	2.1411	0.3867
0.5300	0.3800	0.9329	0.0000	8.0968	0.0000
0.5100	1.0200	0.9332	0.0710	1.8998	0.0320
0.6100	0.8400	0.9336	0.0206	2.6009	0.0009
0.4100	0.7200	0.9336	0.0000	3.8560	0.0172
0.4500	0.3400	0.9342	0.0000	10.5484	0.0000
0.3600	0.8800	0.9342	0.0433	2.7194	0.1355
0.3600	0.7400	0.9344	0.0000	3.9065	0.0454
0.4300	0.5300	0.9344	0.0000	6.0715	0.0000
0.3100	0.7600	0.9348	0.0000	3.9860	0.1359
0.3200	0.5700	0.9349	0.0000	6.6486	0.0081
0.3500	0.6500	0.9349	0.0000	5.0237	0.0083
0.4300	1.0100	0.9349	0.0830	1.9261	0.1292
0.6900	1.0400	0.9352	0.1711	1.8717	0.0005
0.9500	0.8200	0.9353	0.0277	2.4466	0.0000
0.6800	0.6100	0.9356	0.0000	3.8513	0.0000
0.7800	0.4900	0.9356	0.0000	4.6371	0.0000
0.6000	0.8400	0.9356	0.0201	2.6109	0.0014
0.4100	0.4300	0.9357	0.0000	8.3976	0.0000
0.9300	0.4500	0.9357	0.0000	4.5995	0.0000
1.0000	0.3300	0.9357	0.0000	6.0239	0.0000
0.4900	0.5900	0.9364	0.0000	4.7945	0.0000
0.6800	0.5200	0.9365	0.0000	4.6807	0.0000
0.3600	0.6600	0.9370	0.0000	4.8110	0.0109
0.3900	0.5200	0.9371	0.0000	6.6741	0.0002
0.8000	0.3500	0.9372	0.0000	6.5996	0.0000
0.5200	0.3400	0.9373	0.0000	9.3976	0.0000
0.6500	0.5300	0.9376	0.0000	4.6935	0.0000
0.3400	0.9000	0.9377	0.0890	2.6141	0.2293
0.5700	0.5600	0.9377	0.0000	4.7190	0.0000
0.8900	0.4600	0.9378	0.0000	4.6085	0.0000
0.5000	1.0200	0.9381	0.0629	1.8978	0.0388
0.5900	0.8400	0.9382	0.0188	2.6213	0.0018
0.4300	0.8700	0.9384	0.0383	2.6627	0.0459
0.5000	0.3500	0.9389	0.0000	9.3594	0.0000
0.7100	0.5100	0.9389	0.0000	4.6730	0.0000
0.9700	0.4400	0.9390	0.0000	4.5958	0.0000
0.4000	0.6400	0.9391	0.0000	4.7652	0.0018
0.9400	0.8200	0.9392	0.0263	2.4514	0.0000
0.7700	0.8300	0.9392	0.0215	2.5131	0.0000
0.5400	0.5700	0.9397	0.0000	4.7547	0.0000
0.7100	0.6000	0.9398	0.0000	3.8495	0.0000
0.4400	0.4900	0.9400	0.0000	6.6749	0.0000
0.5800	0.8400	0.9401	0.0187	2.6320	0.0024
0.4400	0.7000	0.9403	0.0000	3.9088	0.0038
0.4600	0.6900	0.9405	0.0000	3.9153	0.0014
0.9600	0.5200	0.9407	0.0000	3.8988	0.0000
0.5900	1.0300	0.9415	0.0638	1.8814	0.0073
0.5400	0.3300	0.9416	0.0000	9.4517	0.0000
0.6800	1.0400	0.9417	0.1251	1.8698	0.0008
0.5700	0.8400	0.9418	0.0184	2.6431	0.0030
0.4700	0.6000	0.9419	0.0000	4.7940	0.0000
0.4900	1.0200	0.9419	0.0570	1.8958	0.0469
0.6600	0.4300	0.9420	0.0000	5.9743	0.0000
0.9300	0.8200	0.9428	0.0252	2.4562	0.0000
0.2200	0.6200	0.9429	0.0000	7.4831	0.0633
0.8600	1.0500	0.9433	0.6202	1.8759	0.0000
0.8500	0.4700	0.9438	0.0000	4.6230	0.0000
0.4200	0.4300	0.9439	0.0000	8.2453	0.0000
0.5100	0.8500	0.9441	0.0201	2.6641	0.0107
0.8900	0.5400	0.9442	0.0000	3.8891	0.0000
0.6000	0.6400	0.9443	0.0000	3.8435	0.0000
0.4500	0.6100	0.9446	0.0000	4.7975	0.0001
0.5600	0.8400	0.9447	0.0183	2.6546	0.0039
0.5100	0.5800	0.9449	0.0000	4.7989	0.0000
0.3300	0.9300	0.9450	0.5217	2.4168	0.3834
1.0000	0.5100	0.9451	0.0000	3.8978	0.0000
0.4800	1.0200	0.9452	0.0459	1.8936	0.0564
0.9200	0.8200	0.9461	0.0235	2.4612	0.0000
0.2200	0.6300	0.9461	0.0000	7.2518	0.1124
0.2900	0.5900	0.9462	0.0000	6.7218	0.0216
0.5200	0.4900	0.9462	0.0000	5.9557	0.0000
0.7400	0.5900	0.9465	0.0000	3.8504	0.0000
0.2900	0.6400	0.9465	0.0000	5.8141	0.0262
0.5400	0.4400	0.9466	0.0000	6.6629	0.0000
0.3700	0.9900	0.9467	0.3890	2.0216	0.2952
0.3400	0.7500	0.9467	0.0000	3.9133	0.0701
0.2500	0.6700	0.9470	0.0000	5.8681	0.1165
0.2700	0.7700	0.9472	0.0000	4.1544	0.3074
0.7600	0.8300	0.9472	0.0208	2.5198	0.0000
0.7400	0.5000	0.9473	0.0000	4.6700	0.0000
